id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata,wikidata_group,wikidata_area
23c8c36d-8355-4f76-8bbc-2f74965f6a98,Adil Əliyev,Adil Əliyev,,,,Independent,IND,20,Nərimanov ikinci seçki dairəsi,National Assembly,5,,,,,,Q327591,
75e728ea-0c06-4a5d-b4aa-ab262b93ee10,Aqil Abbas,Aqil Abbas,,,,Independent,IND,83,Ağcabədi-Füzuli seçki dairəsi,National Assembly,5,,,,male,Q4054391,Q327591,
590cb4b1-5bd1-4b55-b167-e7a92bb802b2,Aqiyə Naxçıvanlı,Aqiyə Naxçıvanlı,,,,Yeni Azərbaycan Partiyası,YAP,117,Oğuz-Qəbələ seçki dairəsi,National Assembly,5,,,,female,Q19713062,Q876402,
e8dfb03c-efb1-4c39-9076-b8cee25295a4,Araz Əlizadə,Araz Əlizadə,,,,Azərbaycan Sosial Demokrat Partiyası,ASDP,35,Xətai üçüncü seçki dairəsi,National Assembly,5,,,,,,Q117723,
199aa79d-dc39-4383-b2fb-1227c46240e8,Arif Rəhimzadə,Arif Rəhimzadə,,,,Yeni Azərbaycan Partiyası,YAP,61,Neftçala seçki dairəsi,National Assembly,5,,,,male,Q16364619,Q876402,
adc38be9-f3d6-40d9-b9f2-ed10de511c5b,Asim Mollazadə,Asim Mollazadə,,,,Azərbaycan Demokratik İslahatlar Partiyası,DİP,22,Nəsimi ikinci seçki dairəsi,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Asim_Mollazadə_Polşa_Senatında.JPG,male,Q4300474,Q289893,
0840a1b4-e602-4cf0-a865-6a367919ce62,Astan Şahverdiyev,Astan Şahverdiyev,,,,Yeni Azərbaycan Partiyası,YAP,120,Cəbrayıl-Qubadlı seçki dairəsi,National Assembly,5,,,,,,Q876402,
b8ea1ba8-5d56-4fd0-88b1-480c36a44bd2,Aydın Hüseynov,Aydın Hüseynov,,,,Yeni Azərbaycan Partiyası,YAP,11,Qaradağ seçki dairəsi,National Assembly,5,,,,male,Q28527824,Q876402,
a752385a-e71c-472e-babf-4ebfec25f265,Aydın Mirzəzadə,Aydın Mirzəzadə,,,,Yeni Azərbaycan Partiyası,YAP,47,Mingəçevir seçki dairəsi,National Assembly,5,,,,male,Q2047294,Q876402,
31ae9889-9ed1-4289-83f2-629010d40f79,Aytən Mustafayeva,Aytən Mustafayeva,,,,Independent,IND,16,Yasamal ikinci seçki dairəsi,National Assembly,5,,,,female,Q16364940,Q327591,
ce063580-549d-4f6e-8a03-10cd42bd16ae,Azay Quliyev,Azay Quliyev,,,,Independent,IND,8,Binəqədi birinci seçki dairəsi,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/8/8e/Azay_Quliyev2.jpg,male,Q4151832,Q327591,
413fb61b-f932-402f-be77-16347eb60262,Azər Badamov,Azər Badamov,,,,Yeni Azərbaycan Partiyası,YAP,51,Qusar seçki dairəsi,National Assembly,5,,,,male,Q19713275,Q876402,
3f6f596f-f740-4dd4-864e-9c034c422203,Azər Kərimli,Azər Kərimli,,,,Independent,IND,112,Qax seçki dairəsi,National Assembly,5,,,,male,Q12836332,Q327591,
6e222cbb-f325-4294-8313-cfb4924e3721,Ağacan Əbiyev,Ağacan Əbiyev,,,,Yeni Azərbaycan Partiyası,YAP,32,Suraxanı üçüncü seçki dairəsi,National Assembly,5,,,,,,Q876402,
54af0021-26fb-4bf2-b6e1-ef454d9de494,Ağalar Vəliyev,Ağalar Vəliyev,,,,Yeni Azərbaycan Partiyası,YAP,97,Goranboy-Ağdam-Tərtər seçki dairəsi,National Assembly,5,,,,male,Q19713418,Q876402,
d7f9d5c8-a061-4808-aad9-79fde473df07,Bahar Muradova,Bahar Muradova,,,,Yeni Azərbaycan Partiyası,YAP,84,Füzuli seçki dairəsi,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/6/61/Bahar_Muradova_-_2016.jpg,female,Q16365430,Q876402,
969122f7-df6f-4a80-9d44-aa1d5f6c4926,Bəxtiyar Sadıqov,Bəxtiyar Sadıqov,,,,Yeni Azərbaycan Partiyası,YAP,119,Ağdam kənd seçki dairəsi,National Assembly,5,,,,male,Q16365769,Q876402,
5a3cebe6-16d2-4454-afd8-6fc406c142c2,Bəxtiyar Əliyev,Bəxtiyar Əliyev,,,,Independent,IND,118,Ağdam şəhər seçki dairəsi,National Assembly,5,,,,,,Q327591,
3d1b8b1b-6419-4174-bbd5-10b7a03e96d0,Cavanşir Feyziyev,Cavanşir Feyziyev,,,,Independent,IND,115,Şəki kənd ikinci seçki dairəsi,National Assembly,5,,,,male,Q19713709,Q327591,
6f8fb2c7-95b0-4521-a175-bcdad7d125f3,Cavanşir Paşazadə,Cavanşir Paşazadə,,,,Yeni Azərbaycan Partiyası,YAP,75,Lənkəran-Masallı seçki dairəsi,National Assembly,5,,,,male,Q16366024,Q876402,
68f963b3-47a6-4ba9-974f-00cf4db84453,Cavid Qurbanov,Cavid Qurbanov,,,,Yeni Azərbaycan Partiyası,YAP,123,Kəlbəcər seçki dairəsi,National Assembly,5,,,,male,Q16366053,Q876402,
e79ca161-4f73-4043-81f1-760677020919,Dilarə Cəbrayılova,Dilarə Cəbrayılova,,,,Yeni Azərbaycan Partiyası,YAP,27,Sabunçu ikinci seçki dairəsi,National Assembly,5,,,,female,Q28527525,Q876402,
f6055ca3-0ea0-4560-a56a-f1253555e73c,Eldar Quliyev,Eldar Quliyev,,,,Independent,IND,28,Sabunçu üçüncü seçki dairəsi,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/7/7c/Eldar_Quliyev_professor.jpg,male,Q16366652,Q327591,
ed1d8666-899f-44a7-8969-1a9c7561c61c,Eldar İbrahimov,Eldar İbrahimov,,,,Yeni Azərbaycan Partiyası,YAP,4,Naxçıvan şəhər seçki dairəsi,National Assembly,5,,,,,,Q876402,
5d698346-d618-420d-8b54-69a9642175a7,Eldəniz Səlimov,Eldəniz Səlimov,,,,Yeni Azərbaycan Partiyası,YAP,55,Xaçmaz şəhər seçki dairəsi,National Assembly,5,,,,male,Q28527842,Q876402,
34246cbd-cdd4-4274-b6b5-d9a8ca4ae5c7,Elman Məmmədov,Elman Məmmədov,,,,Yeni Azərbaycan Partiyası,YAP,124,Şuşa-Ağdam-Xocalı-Xocavənd seçki dairəsi,National Assembly,5,,,,male,Q5366393,Q876402,
dd9e5956-256c-46b4-bc92-000b322b5bd3,Elman Nəsirov,Elman Nəsirov,,,,Yeni Azərbaycan Partiyası,YAP,89,Göyçay-Ağdaş seçki dairəsi,National Assembly,5,,,,male,Q18427673,Q876402,
197951ea-5ca1-4d92-8bfe-cf75d7b50c22,Elmira Axundova,Elmira Axundova,,,,Independent,IND,71,Masallı kənd seçki dairəsi,National Assembly,5,,,,female,Q12839099,Q327591,
3a019f50-5b18-4097-9d0b-376d2d45d143,Elxan Süleymanov,Elxan Süleymanov,,,,Independent,IND,85,Şamaxı seçki dairəsi,National Assembly,5,,,,male,Q19713943,Q327591,
69687db8-9423-4807-bfc0-5ea2482dcc54,Elçin Quliyev,Elçin Quliyev,,,,Yeni Azərbaycan Partiyası,YAP,63,Sabirabad birinci seçki dairəsi,National Assembly,5,,,,male,Q28527849,Q876402,
38481191-56b6-4eb9-84ca-d36ff90dcac7,Elşad Həsənov,Elşad Həsənov,,,,Independent,IND,17,Yasamal üçüncü seçki dairəsi,National Assembly,5,,,,male,Q28527851,Q327591,
e1b8df42-8ed2-4d7a-99c5-97bac0aa47cf,Elşən Musayev,Elşən Musayev,,,,Azərbaycan Demokratik Maarifçilik Partiyası,ADMP,110,Zaqatala seçki dairəsi,National Assembly,5,,,,male,Q28527854,Q12836421,
d7956b7e-7019-4ac8-b42b-ccf4db4bd76d,Fazil Mustafa,Fazil Mustafa,,,,Böyük Quruluş Partiyası,BQP,26,Sabunçu birinci seçki dairəsi,National Assembly,5,,,,female,Q12839470,Q5599720,
1a0f1e55-cdd1-4680-aa47-815cd5d0ac0e,Flora Qasımova,Flora Qasımova,,,,Independent,IND,122,Xankəndi seçki dairəsi,National Assembly,5,,,,female,Q12839554,Q327591,
69a6633a-3afc-4313-b308-c362d5da1dd4,Fuad Muradov,Fuad Muradov,,,,Independent,IND,34,Xətai ikinci seçki dairəsi,National Assembly,5,,,,male,Q5506881,Q327591,
b95603b8-e160-4311-8578-1d1ea94e65a1,Fərəc Quliyev,Fərəc Quliyev,,,,Independent,IND,31,Suraxanı ikinci seçki dairəsi,National Assembly,5,,,,male,Q12839739,Q327591,
254a6455-d19e-4069-9bd9-f436f97b46ca,Fəttah Heydərov,Fəttah Heydərov,,,,Independent,IND,116,Qəbələ seçki dairəsi,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Fəttah_Heydərov.jpg,male,Q16367961,Q327591,
f9796de8-e6e9-41ad-8d61-ebb374ddb697,Fəzail Ağamalı,Fəzail Ağamalı,,,,Ana Vətən Partiyası,AVP,60,Salyan-Neftçala seçki dairəsi,National Assembly,5,,,,male,Q4056585,Q1956023,
b8b4267e-67c7-4d99-88c8-968fb838e477,Fəzail İbrahimli,Fəzail İbrahimli,,,,Vətəndaş Həmrəyliyi Partiyası,VHP,69,Cəlilabad-Masallı-Biləsuvar seçki dairəsi,National Assembly,5,,,,,,Q1021186,
8a996fe0-f48e-4a94-823f-378940e90a94,Gövhər Baxşəliyeva,Gövhər Baxşəliyeva,,,,Independent,IND,93,Bərdə şəhər seçki dairəsi,National Assembly,5,,,,female,Q12839846,Q327591,
7857fb0d-6538-4f0a-8e74-29092d3c102f,Hacı Salayev,Hacı Salayev,,,,Independent,IND,44,Sumqayıt-Abşeron seçki dairəsi,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/b/bc/HaciSalayev.jpg,male,Q19838096,Q327591,
77b3c497-b0d3-4a8f-9af5-6439f1e4d9b0,Hadı Rəcəbli,Hadı Rəcəbli,,,,Yeni Azərbaycan Partiyası,YAP,74,Lənkəran kənd seçki dairəsi,National Assembly,5,,,,male,Q12840198,Q876402,
4c22156c-4004-46c8-9d41-93f91bb217af,Hikmət Məmmədov,Hikmət Məmmədov,,,,Yeni Azərbaycan Partiyası,YAP,19,Nərimanov birinci seçki dairəsi,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Babaoglu.jpg,male,Q16368696,Q876402,
a52329a1-3b7a-4c0e-ae6f-fb43903a6588,Hüseynbala Mirələmov,Hüseynbala Mirələmov,,,,Yeni Azərbaycan Partiyası,YAP,33,Xətai birinci seçki dairəsi,National Assembly,5,,,,male,Q12840465,Q876402,
ba9337b1-fec7-453a-83d3-04b620cab73a,Jalə Əliyeva,Jalə Əliyeva,,,,Independent,IND,92,Zərdab-Ucar seçki dairəsi,National Assembly,5,,,,,,Q327591,
d33671bf-972c-479f-b1d8-e1d255f9431d,Kamaləddin Qafarov,Kamaləddin Qafarov,,,,Yeni Azərbaycan Partiyası,YAP,9,Binəqədi ikinci seçki dairəsi,National Assembly,5,,,,male,Q28527858,Q876402,
c71f517a-0e25-4593-a758-1fa1d2886a68,Kamilə Əliyeva,Kamilə Əliyeva,,,,Yeni Azərbaycan Partiyası,YAP,111,Zaqatala-Balakən seçki dairəsi,National Assembly,5,,,,,,Q876402,
2a034e98-7864-4cf8-8243-d49e32ef1655,Kamran Bayramov,Kamran Bayramov,,,,Yeni Azərbaycan Partiyası,YAP,100,Şəmkir-Daşkəsən seçki dairəsi,National Assembly,5,,,,male,Q28527860,Q876402,
0b1b4d7d-ef26-497a-9a70-e02a9356d300,Kamran Nəbizadə,Kamran Nəbizadə,,,,Independent,IND,107,Qazax seçki dairəsi,National Assembly,5,,,,male,Q28527862,Q327591,
470cc7e7-835f-4c7a-b8ef-2caa9b8b1103,Madər Musayev,Madər Musayev,,,,Yeni Azərbaycan Partiyası,YAP,10,Binəqədi üçüncü seçki dairəsi,National Assembly,5,,,,male,Q12841562,Q876402,
fea3fa38-7655-46fa-8344-7281f85cf1df,Mahir Abbaszadə,Mahir Abbaszadə,,,,Yeni Azərbaycan Partiyası,YAP,121,Laçın seçki dairəsi,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/2/22/Mahir_Abbaszadə.jpg,male,Q20560414,Q876402,
36df899d-cac0-4023-b584-8030b52e7211,Mahir Aslanov,Mahir Aslanov,,,,Independent,IND,96,Goranboy-Naftalan seçki dairəsi,National Assembly,5,,,,male,Q19714684,Q327591,
57dde2ec-6337-44f0-bb61-953bf63eb2fe,Malik Həsənov,Malik Həsənov,,,,Yeni Azərbaycan Partiyası,YAP,67,Cəlilabad şəhər seçki dairəsi,National Assembly,5,,,,male,Q19714703,Q876402,
a56ffc17-639d-4cbb-bca7-e41e15887188,Mehriban Əliyeva,Mehriban Əliyeva,,,,Yeni Azərbaycan Partiyası,YAP,14,Xəzər ikinci seçki dairəsi,National Assembly,5,,,,,,Q876402,
17eddc45-b9b1-469f-b141-0b3c1727025e,Mirkazım Kazımov,Mirkazım Kazımov,,,,Yeni Azərbaycan Partiyası,YAP,68,Cəlilabad kənd seçki dairəsi,National Assembly,5,,,,male,Q12842011,Q876402,
497f1c7d-a6eb-4435-967b-f7f69cdafb7a,Mirzəcan Xəlilov,Mirzəcan Xəlilov,,,,Yeni Azərbaycan Partiyası,YAP,41,Sumqayıt birinci seçki dairəsi,National Assembly,5,,,,male,Q28527864,Q876402,
6ad51d0b-85a4-4b9b-9fcb-d4cb94df46ca,Mixail Zabelin,Mixail Zabelin,,,,Yeni Azərbaycan Partiyası,YAP,12,Qaradağ-Binəqədi-Yasamal seçki dairəsi,National Assembly,5,,,,male,Q16370420,Q876402,
b3c520d9-61a1-4141-af8b-ab9ddaae0e42,Musa Qasımlı,Musa Qasımlı,,,,Independent,IND,72,Yardımlı-Masallı seçki dairəsi,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Musa_Qasımlı_Sumqayıtın_Tarixi_Muzeyində.JPG,male,Q12842330,Q327591,
